Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
31,93244,650,0,0,1,1892846,1.692,0
62,45064,850,35,9,1,1753995,3.244,1
58,247603,603,30,10,3,339105,0.114,1
33,130169,646,8,8,1,177876,0.114,1
62,138543,475,39,6,0,2935818,1.766,0
64,100909,646,39,1,0,2251360,1.859,1
53,26081,850,23,3,2,710208,2.269,1
33,166855,850,3,3,1,2389575,1.193,1
45,104276,705,21,14,0,2579680,2.062,1
44,37321,687,20,9,4,2117374,4.728,0
49,243770,631,20,10,2,309833,0.106,1
56,29090,601,23,3,0,678849,1.945,0
26,150755,771,0,0,1,1700296,0.94,1
38,137745,636,14,14,2,2442238,1.478,0
48,185890,640,20,14,3,2212725,0.992,1
25,117556,599,0,0,1,1546339,1.096,0
38,178106,726,6,6,0,1285267,0.601,1
57,66458,701,33,19,5,1512992,1.897,1
27,183516,654,0,0,1,2004543,0.91,0
29,40591,739,2,2,1,870638,1.787,1
55,108493,688,23,1,4,2602659,1.999,0
32,107043,628,4,4,3,1669879,1.3,0
60,25081,726,29,6,1,960878,3.193,0
64,124089,753,36,9,1,395862,0.266,0
59,184273,534,37,17,1,309364,0.14,0
44,169985,647,16,12,0,2570065,1.26,1
29,226117,569,0,0,3,810123,0.299,0
32,176984,823,10,2,1,2852734,1.343,1
56,167932,588,33,7,0,630565,0.313,0
57,86934,715,29,1,2,659909,0.633,1
29,156359,683,0,0,0,1531406,0.816,1
59,103502,782,25,0,5,2039440,1.642,0
42,179283,778,12,2,0,2143046,0.996,1
37,23359,711,13,10,1,2431944,8.676,0
53,49041,626,23,16,2,1637244,2.782,0
44,106150,583,13,1,1,1025573,0.805,0
35,122192,669,11,3,0,1484412,1.012,0
49,37780,601,23,6,0,591387,1.304,0
52,239599,618,23,0,2,1792603,0.623,0
53,210786,820,25,8,5,496269,0.196,1
49,51054,753,28,1,1,1659879,2.709,0
35,133509,745,11,1,0,779526,0.487,0
47,235091,479,14,8,1,1234671,0.438,0
54,47574,586,26,6,1,1194382,2.092,0
24,113263,693,0,0,2,2323886,1.71,1
38,75696,670,12,4,3,743705,0.819,0
41,142933,655,17,11,1,485055,0.283,0
28,214961,631,5,5,0,2943713,1.141,0
26,209358,766,4,2,2,2643335,1.052,1
40,104066,618,19,0,0,1278530,1.024,0
22,147550,704,1,1,2,732717,0.414,1
65,227662,569,36,5,3,2600340,0.952,1
42,134251,746,11,7,2,1488718,0.924,1
41,93769,622,9,7,4,2269016,2.016,0
26,31332,575,3,2,0,495285,1.317,0
52,190629,581,24,15,1,2647798,1.157,1
26,131760,721,0,0,1,1077691,0.682,0
33,79044,802,1,0,0,2670670,2.816,0
21,178610,583,0,0,0,2735202,1.276,0
42,98280,687,9,5,2,1491760,1.265,0
44,199017,691,13,12,1,1337380,0.56,0
61,21218,490,36,1,3,363171,1.426,0
50,76771,679,25,15,0,2842811,3.086,1
42,53933,599,21,5,2,268527,0.415,0
64,196601,662,37,17,2,2504619,1.062,0
32,36798,630,5,3,1,148457,0.336,1
46,125107,771,18,6,3,1667133,1.11,1
24,166883,729,0,0,0,494850,0.247,1
39,64973,701,11,4,1,1475847,1.893,0
36,247932,544,9,9,2,1125421,0.378,0
32,21029,723,1,1,0,2127556,8.431,0
53,176116,720,23,9,0,1038071,0.491,1
41,57066,697,8,8,4,2565256,3.746,0
56,55727,738,22,10,0,512122,0.766,1
29,139645,742,0,0,0,942792,0.563,1
59,234277,729,39,6,1,2649851,0.943,1
62,176215,838,31,14,1,2639512,1.248,1
65,201051,551,42,0,2,2026370,0.84,0
28,64936,703,0,0,1,2626360,3.37,0
40,142881,850,13,13,1,1958779,1.142,1
30,81040,749,0,0,1,204291,0.21,1
52,37263,661,27,19,3,1129938,2.527,1
48,219596,768,25,5,3,1384210,0.525,1
30,77807,639,0,0,2,123861,0.133,0
28,187261,740,7,2,3,86899,0.039,1
53,99473,624,22,8,2,685276,0.574,0
33,56435,679,2,2,0,1273332,1.88,0
64,240637,731,42,8,1,206923,0.072,1
55,61413,564,30,10,0,1722890,2.338,0
49,145375,733,16,8,1,430611,0.247,1
25,116684,784,3,2,1,2282365,1.63,1
23,213695,682,0,0,4,1856469,0.724,1
57,60011,634,23,10,0,2094042,2.908,0
61,22212,753,36,1,4,802864,3.012,0
26,201727,745,6,6,1,1588878,0.656,1
62,159987,718,34,18,2,1318772,0.687,1
36,47436,734,4,1,1,1927507,3.386,1
55,225842,614,28,12,0,2288708,0.845,0
38,184624,704,10,3,1,1328853,0.6,1
31,242472,664,9,9,2,1948625,0.67,0
43,20854,701,23,10,2,2372032,9.479,0
31,69403,601,3,3,1,73863,0.089,0
49,109043,735,25,6,1,2863983,2.189,1
62,32585,749,37,5,1,1265434,3.236,0
47,205577,626,18,16,2,1898586,0.77,0
29,119984,733,4,4,2,2121013,1.473,1
55,105087,727,24,18,2,2788088,2.211,0
29,144504,688,3,2,3,1394131,0.804,1
38,152450,553,6,6,0,1796825,0.982,0
64,104320,742,33,18,0,1486317,1.187,1
41,229827,700,9,6,3,644562,0.234,0
56,133769,687,36,17,0,814486,0.507,1
21,77291,817,0,0,1,2413822,2.603,1
47,134367,731,16,1,4,256255,0.159,1
65,23084,735,39,10,1,677475,2.446,0
60,129580,620,35,9,1,2515882,1.618,1
58,69318,548,38,20,2,301255,0.362,0
49,181031,646,26,15,1,2592561,1.193,0
60,171110,765,40,8,1,276119,0.134,1
39,115110,706,5,5,2,1121069,0.812,1
44,120997,805,15,15,2,2664463,1.835,1
64,68981,604,37,11,0,497919,0.602,1
21,103530,774,0,0,2,1617843,1.302,0
56,110317,563,25,6,0,1406303,1.062,0
43,134287,693,16,13,2,2506462,1.555,0
33,95509,526,9,1,2,1071384,0.935,0
50,135594,552,22,11,3,1049882,0.645,0
57,212837,691,36,13,4,1823842,0.714,1
31,214428,574,1,1,1,475502,0.185,0
27,188046,618,7,7,1,2242568,0.994,0
55,247783,722,31,19,0,2133358,0.717,1
31,76362,678,7,5,2,2997383,3.271,0
63,194352,639,32,17,2,2641817,1.133,0
60,238573,774,33,2,2,2741116,0.957,1
41,174757,594,21,19,1,521703,0.249,1
23,98262,745,0,0,1,94947,0.081,1
50,47113,600,30,3,1,162380,0.287,0
44,28696,744,15,11,1,2032648,5.903,0
58,247282,622,37,20,1,2456232,0.828,1
23,117989,746,0,0,4,157302,0.111,1
57,33769,614,32,8,4,536225,1.323,0
53,137775,650,30,0,1,925615,0.56,1
42,111148,674,9,1,1,1940844,1.455,0
51,193140,584,29,2,1,2931602,1.265,1
32,42739,665,4,4,2,1669186,3.255,0
65,53501,814,34,4,3,1606393,2.502,1
34,105689,583,3,3,1,2385319,1.881,0
32,90150,755,3,3,1,724578,0.67,1
47,90068,523,17,17,0,2844257,2.632,0
33,32847,737,4,2,1,2563486,6.504,0
44,150810,847,14,7,1,809102,0.447,1
58,240780,664,33,13,1,563977,0.195,1
29,209627,669,9,1,2,140970,0.056,1
28,188003,557,4,4,0,756341,0.335,1
57,89561,563,32,18,1,1274182,1.186,1
35,68841,722,4,0,1,534389,0.647,0
27,183131,731,0,0,0,1235421,0.562,1
44,102073,736,22,2,1,2728646,2.228,0
36,74317,713,5,5,0,902136,1.012,1
44,26664,609,12,4,3,1725681,5.393,0
63,82135,671,39,8,2,2155828,2.187,0
27,23395,548,0,0,1,345132,1.229,0
63,132633,656,35,19,3,1124234,0.706,1
48,41000,779,17,12,1,2602736,5.29,1
22,161918,627,0,0,2,124995,0.064,0
54,52141,680,26,17,3,1967084,3.144,0
58,64795,804,31,8,0,118525,0.152,1
23,240215,598,0,0,1,1326753,0.46,1
21,219174,733,0,0,0,459224,0.175,0
51,225952,558,18,18,1,1244559,0.459,0
43,133331,763,16,15,2,775444,0.485,1
40,217360,608,9,4,1,2113976,0.81,0
36,228212,850,3,3,1,2068478,0.755,1
52,94979,604,18,0,2,1017466,0.893,0
37,201270,737,5,5,1,1561414,0.646,1
38,168791,826,18,0,2,2445140,1.207,1
24,175088,663,4,0,1,2459297,1.171,0
55,223412,799,35,2,1,222404,0.083,1
60,110286,760,28,10,1,347226,0.262,1
56,176841,777,26,1,1,264651,0.125,1
43,136758,686,9,9,1,2472128,1.506,1
35,96242,807,14,10,0,2460840,2.131,1
33,80616,602,6,6,2,1404615,1.452,0
34,88846,692,13,7,1,2179942,2.045,0
34,218540,704,6,6,2,2887115,1.101,1
57,36727,823,36,13,1,332770,0.755,1
25,204173,668,0,0,1,1045860,0.427,1
42,182507,624,8,4,3,339849,0.155,0
48,36274,726,22,14,0,1126203,2.587,1
65,74626,680,43,2,3,1921598,2.146,1
24,134207,781,0,0,2,1638309,1.017,1
58,146578,784,28,11,1,1398106,0.795,1
49,110481,625,22,16,4,1474551,1.112,0
57,142751,504,36,20,1,2017083,1.178,0
55,124877,728,29,9,2,1308531,0.873,1
40,215872,695,17,5,1,2227269,0.86,0
55,82238,795,23,5,1,1279407,1.296,1
55,169789,594,22,3,2,237456,0.117,1
40,188747,703,16,13,3,564133,0.249,0
22,150448,577,1,1,1,2648361,1.467,0
38,197640,650,16,14,2,1734872,0.731,0
50,245078,614,27,10,1,1275223,0.434,1
62,114022,747,41,7,0,786550,0.575,1
49,134830,755,27,5,1,978485,0.605,1
59,226811,609,39,14,1,1202201,0.442,0
42,219789,522,20,18,4,1928720,0.731,0
49,162209,704,23,8,0,2197470,1.129,0
30,65059,800,5,5,1,1248534,1.599,1
40,130519,681,8,6,2,355457,0.227,1
36,34477,742,14,7,0,547031,1.322,1
26,167221,755,0,0,1,1621007,0.808,1
37,143853,677,14,14,1,152295,0.088,1
26,36067,730,0,0,0,1670691,3.86,0
42,125593,479,9,9,0,1419013,0.942,0
38,171964,598,9,0,0,2461034,1.193,1
52,206059,762,24,17,3,2516923,1.018,1
48,206818,727,18,14,3,502461,0.202,1
62,97489,730,41,13,2,788985,0.674,0
30,172156,706,0,0,3,2274727,1.101,1
61,193194,741,28,7,0,1823215,0.786,1
42,91260,697,14,10,2,1509936,1.379,0
48,191373,570,19,3,2,1059751,0.461,0
35,245251,715,6,6,2,1123216,0.382,1
63,62467,601,37,8,3,550350,0.734,0
49,104444,632,15,15,2,1244960,0.993,1
27,213532,725,0,0,1,2927046,1.142,1
54,187739,560,34,11,1,546993,0.243,0
52,155726,724,27,18,2,2734703,1.463,1
22,148814,595,0,0,3,386900,0.217,0
46,144608,679,24,20,2,1702197,0.981,1
65,18823,734,43,4,1,959944,4.25,1
31,179383,676,5,5,2,1966931,0.914,1
45,245301,673,15,1,2,588814,0.2,1
39,203620,721,10,9,2,2258651,0.924,1
40,43760,777,17,12,0,2093178,3.986,0
53,45479,783,27,3,1,1902948,3.487,1
37,126086,721,3,1,0,2443035,1.615,0
50,245578,843,24,20,0,1220373,0.414,1
38,202911,585,16,6,4,1279092,0.525,0
52,129618,661,27,8,3,1690568,1.087,1
60,179878,646,31,15,2,2018392,0.935,1
65,125958,685,42,10,2,2763062,1.828,0
24,156897,792,4,4,0,1424243,0.756,1
52,39513,615,24,6,0,122068,0.257,0
39,67695,731,6,6,0,2345782,2.888,0
23,178076,636,0,0,0,2424009,1.134,0
58,88098,616,24,6,2,1404479,1.329,0
48,137078,553,26,19,1,1023544,0.622,0
58,187804,696,32,13,1,1038105,0.461,1
26,238910,556,0,0,2,948758,0.331,0
60,211803,687,40,0,2,1509710,0.594,1
37,174677,680,3,3,1,641213,0.306,1
62,60553,662,32,19,0,2711853,3.732,0
25,51235,639,3,3,1,1303436,2.12,0
39,112313,809,14,14,2,2982739,2.213,1
63,188963,626,40,18,2,862659,0.38,1
62,209915,664,29,6,1,2254448,0.895,1
55,92679,678,31,10,2,2638102,2.372,0
42,115415,756,14,14,6,2553531,1.844,1
44,237833,734,19,4,2,138677,0.049,1
30,22296,626,0,0,2,174215,0.651,0
22,244235,747,2,1,1,1821751,0.622,1
48,244042,688,18,8,2,1559297,0.532,1
61,73939,750,31,4,2,593317,0.669,1
57,190308,617,27,16,0,1248850,0.547,1
37,164951,680,9,9,2,2473783,1.25,1
26,237703,733,0,0,3,2173864,0.762,0
63,57202,706,43,18,1,542754,0.791,1
25,169188,733,0,0,0,1379759,0.68,1
59,170041,771,38,6,3,2488976,1.22,1
27,45673,721,0,0,3,149960,0.274,1
52,230017,686,26,13,1,2354392,0.853,1
24,76751,683,0,0,0,1467883,1.594,1
41,188757,690,17,17,1,1450016,0.64,0
62,169172,644,39,4,1,1486464,0.732,1
52,93161,557,28,0,0,2037283,1.822,0
38,25066,638,7,7,2,895188,2.976,0
53,181639,635,24,9,2,1236123,0.567,0
34,118305,644,5,5,2,512030,0.361,1
26,161990,677,0,0,0,2642287,1.359,0
31,155659,668,4,4,2,671319,0.359,0
40,242164,775,9,9,3,187936,0.065,1
49,66148,654,15,9,0,722473,0.91,0
55,141444,674,29,16,1,1182324,0.697,1
36,110340,681,4,4,1,1323931,1.0,0
27,147231,593,2,2,0,933807,0.529,0
60,20592,626,40,1,3,585698,2.37,0
56,196279,671,36,5,2,654933,0.278,1
64,215339,689,30,16,1,861857,0.334,1
64,24139,652,44,16,0,767783,2.651,1
51,36093,597,27,6,5,293759,0.678,0
62,236166,699,34,18,3,2804013,0.989,1
64,26116,744,32,20,2,2416954,7.712,0
63,71059,735,41,18,0,666849,0.782,1
63,50305,788,35,8,1,483255,0.801,1
26,249466,740,0,0,2,1963286,0.656,1
49,27363,652,26,0,0,154360,0.47,0
47,34533,780,21,1,2,180416,0.435,0
63,44872,838,29,0,1,2191045,4.069,1
22,207620,613,0,0,2,1453282,0.583,0
42,203309,637,14,7,2,980501,0.402,1
29,182206,672,0,0,3,1384471,0.633,0
31,192498,699,0,0,2,468267,0.203,1
36,119676,648,14,1,2,1506907,1.049,0
65,77652,639,40,15,1,833068,0.894,0
33,33363,596,13,10,3,994190,2.483,0
38,69342,674,12,12,2,1525737,1.834,0
45,226636,597,25,18,1,1748727,0.643,1
53,74928,752,21,13,2,270561,0.301,1
30,183833,706,7,6,3,1425124,0.646,0
50,25010,656,16,6,2,360688,1.202,0
21,107828,678,0,0,4,2723585,2.105,0
53,54959,694,33,11,0,292101,0.443,1
35,193567,641,2,2,1,1412508,0.608,0
49,92832,774,18,8,0,2733302,2.454,1
22,206400,780,0,0,0,184586,0.075,1
31,157566,733,3,3,4,1810083,0.957,0
54,70825,684,25,6,1,815324,0.959,1
61,169819,806,32,10,4,2444662,1.2,1
39,189429,733,10,4,0,1399135,0.616,1
22,207990,756,0,0,1,2463446,0.987,1
40,58920,617,12,6,0,1398474,1.978,0
61,219644,612,32,4,0,648260,0.246,1
51,209610,739,30,10,3,183584,0.073,1
24,48199,679,0,0,2,2354525,4.071,0
49,18496,693,20,11,2,2796396,12.599,0
50,140929,566,29,2,4,1252242,0.74,0
33,110706,619,1,1,1,2247388,1.692,0
35,173452,666,14,14,0,1233332,0.593,1
40,41940,726,8,7,0,1637444,3.254,1
54,227740,691,25,4,0,2413499,0.883,0
48,154876,708,15,6,2,521458,0.281,0
40,100725,756,11,11,2,1172623,0.97,1
45,130029,695,22,10,1,332297,0.213,1
47,209244,706,16,16,1,2069225,0.824,1
50,75742,733,30,2,1,611855,0.673,1
61,102306,762,41,17,3,2798621,2.28,1
40,123573,769,18,18,1,1869161,1.26,1
21,219726,708,0,0,0,2370088,0.899,0
55,200565,741,33,18,2,2737510,1.137,1
63,122681,684,37,6,1,2728702,1.854,0
44,121007,672,11,1,2,894672,0.616,1
45,56099,639,12,12,0,1710144,2.54,0
60,57251,661,38,0,1,150952,0.22,1
32,40896,591,6,2,0,1289017,2.627,1
31,45737,790,7,6,0,2123682,3.869,0
50,88447,754,30,17,2,2964018,2.793,1
33,172192,700,2,2,2,2202213,1.066,0
45,104109,607,21,7,0,1685937,1.349,1
45,59219,760,15,13,1,111546,0.157,1
37,246936,700,12,12,0,253025,0.085,1
32,71333,617,0,0,2,1296478,1.515,1
31,82363,807,0,0,1,2493129,2.523,1
30,31707,652,4,4,3,245862,0.646,0
37,179810,707,3,3,1,722789,0.335,0
65,31152,765,32,8,2,1165975,3.119,0
36,59663,531,12,12,3,210163,0.294,0
40,38099,582,10,10,2,1401936,3.066,0
25,179153,651,4,4,1,1166012,0.542,0
61,25871,787,31,19,1,2367006,7.624,0
52,61643,788,29,17,1,2413822,3.263,1
47,229838,779,16,12,2,1528223,0.554,1
24,144334,630,0,0,2,1212283,0.7,0
61,229202,667,30,19,4,879005,0.32,1
27,161047,730,2,2,2,1583972,0.82,0
34,169432,625,7,0,1,2169660,1.067,0
59,86628,716,25,8,2,408853,0.393,1
44,111908,704,23,18,0,2791338,2.079,1
38,149767,653,16,11,2,753466,0.419,1
58,176815,674,31,6,1,1038759,0.49,1
59,195019,650,39,5,2,2097718,0.896,1
60,246800,747,40,18,1,2971614,1.003,1
21,206501,805,0,0,2,2887287,1.165,1
37,21178,733,4,4,3,1831636,7.207,0
46,181009,786,12,12,3,1046382,0.482,1
42,161805,744,10,10,0,2038021,1.05,1
59,51352,850,37,6,1,2733588,4.436,1
38,54326,730,10,10,3,2629365,4.033,0
58,186654,506,30,8,5,1791521,0.8,0
48,28191,650,22,3,2,913326,2.7,0
41,207739,676,16,0,1,1482043,0.595,1
58,113561,608,24,20,2,2063957,1.515,1
53,136664,730,30,19,6,614927,0.375,0
50,134687,756,19,4,1,842592,0.521,1
62,85723,729,32,16,2,2107056,2.048,0
28,163449,625,7,7,0,1730459,0.882,0
50,175811,659,17,17,2,1107856,0.525,1
59,130084,748,26,15,2,595201,0.381,1
29,246381,761,0,0,0,1403029,0.475,1
53,236988,826,28,16,0,210404,0.074,1
63,79082,718,29,20,2,2420498,2.551,1
49,153481,774,29,10,3,957030,0.52,1
51,115462,603,23,6,2,1516917,1.095,0
23,132139,669,0,0,1,2733351,1.724,0
58,174530,549,32,10,0,2182456,1.042,0
31,177084,626,8,8,1,1451037,0.683,0
25,149895,678,0,0,2,1603946,0.892,0
51,68838,744,17,17,1,2970754,3.596,1
40,230250,661,6,3,0,1189821,0.431,0
24,73509,509,2,2,2,1976207,2.24,0
28,29511,783,1,1,1,1173179,3.313,1
62,223809,720,32,17,2,2634239,0.981,1
55,211204,610,31,20,4,2716365,1.072,0
33,120796,608,13,9,1,666226,0.46,0
25,127736,671,5,5,3,2735886,1.785,1
60,61614,740,38,2,1,2231665,3.018,0
39,38439,789,9,9,0,2040161,4.423,1
38,150496,653,11,9,1,2338158,1.295,1
53,241849,629,20,18,0,2038527,0.702,1
24,101111,638,3,3,0,2105856,1.736,0
38,38209,656,11,10,2,1026524,2.239,0
44,193597,774,19,16,3,631896,0.272,1
63,187277,625,31,14,4,1536776,0.684,0
49,78943,691,29,1,1,245858,0.26,1
51,193366,529,21,10,0,1683978,0.726,0
48,197504,671,16,9,1,2077067,0.876,1
29,122124,843,6,6,0,554489,0.378,1
65,84765,666,35,16,0,1633539,1.606,1
46,174130,668,26,13,4,2173850,1.04,1
22,249254,579,0,0,1,82326,0.028,0
26,204761,643,0,0,0,2908137,1.184,1
49,21520,751,29,10,0,1277848,4.948,0
46,186138,675,16,13,5,2678008,1.199,0
48,211539,593,24,14,0,1231517,0.485,1
27,238452,636,7,7,1,407989,0.143,1
54,34274,698,28,9,1,1901778,4.624,1
65,84424,759,42,0,1,2105699,2.078,1
30,23418,604,3,3,2,1361221,4.844,0
61,59509,811,29,18,1,927018,1.298,1
60,244427,662,35,11,3,731908,0.25,0
42,170918,720,13,13,3,2856808,1.393,1
47,107111,654,13,3,2,354086,0.275,0
59,84539,738,37,12,1,2473978,2.439,1
42,216092,649,18,1,1,2681384,1.034,0
39,126016,643,12,12,2,1727103,1.142,0
56,61968,487,23,13,3,2681854,3.607,0
29,248741,633,8,8,1,1344223,0.45,1
39,165504,810,13,10,1,1037385,0.522,1
22,63943,607,0,0,2,2562787,3.34,0
48,55225,576,21,15,1,2363303,3.566,0
59,84918,654,26,4,1,382836,0.376,0
42,94463,749,20,20,2,828559,0.731,1
26,144054,673,0,0,0,1313566,0.76,1
27,69084,689,0,0,3,1219541,1.471,0
26,66227,708,0,0,2,1422956,1.791,0
53,67838,741,31,17,1,2264612,2.782,1
34,53348,645,8,5,0,1662601,2.597,1
21,90567,685,0,0,2,2474276,2.277,1
45,155935,654,19,19,0,751554,0.402,1
26,48841,672,0,0,1,2154552,3.676,0
48,194776,588,15,13,1,2690389,1.151,1
38,181267,656,7,7,1,2247520,1.033,1
47,55208,706,17,7,0,764257,1.154,1
22,175001,650,0,0,2,1341349,0.639,1
60,153113,619,26,14,1,495634,0.27,0
41,201902,547,12,7,1,482023,0.199,0
43,78824,714,16,16,3,1761679,1.862,1
22,110146,683,0,0,0,2942435,2.226,0
36,61291,660,6,6,2,1434986,1.951,0
24,71107,709,0,0,2,2074966,2.432,0
54,218556,718,32,17,3,2953060,1.126,0
25,39325,763,4,4,2,2074017,4.395,0
54,79700,604,28,2,2,997461,1.043,0
42,95029,650,11,11,2,1096214,0.961,0
40,121369,757,18,17,1,236123,0.162,1
59,209525,546,38,9,2,270827,0.108,1
33,189291,766,6,3,4,2997743,1.32,1
64,67609,626,31,9,0,1974050,2.433,1
54,33008,560,31,6,1,2111843,5.332,0
64,100735,666,36,2,1,1675437,1.386,1
26,224291,658,0,0,1,2005424,0.745,1
49,216847,735,22,17,2,2584900,0.993,1
53,223662,671,21,5,0,1327506,0.495,0
21,209993,639,0,0,2,2057373,0.816,0
27,220502,629,7,7,0,2605492,0.985,1
42,69802,701,12,11,1,2631375,3.141,1
52,207063,693,22,7,2,1617873,0.651,0
34,224221,694,0,0,2,2743250,1.02,0
44,198487,647,23,5,0,2353863,0.988,1
39,247237,737,8,6,2,772054,0.26,1
47,100178,654,22,11,2,2530764,2.105,1
43,238163,738,11,11,2,2735698,0.957,1
65,76814,790,39,4,1,2110214,2.289,1
41,192540,712,14,11,1,697924,0.302,1
64,148501,631,40,6,1,94084,0.053,0
49,188115,718,22,11,3,1457807,0.646,1
21,180836,657,0,0,1,78811,0.036,1
51,219557,677,17,5,0,800872,0.304,1
47,40954,595,24,18,3,509373,1.036,0
64,86178,705,33,18,2,1446324,1.399,1
56,223823,666,35,16,2,2495543,0.929,1
47,27686,707,25,9,2,867260,2.61,1
35,239968,555,8,8,2,2036951,0.707,1
45,79827,664,17,1,1,2520562,2.631,0
35,202178,524,5,5,3,907210,0.374,0
60,27244,693,28,1,2,2971128,9.088,0
39,24494,747,18,1,1,2552129,8.683,0
31,163236,700,2,2,0,1863099,0.951,1
61,123649,640,30,15,0,2923679,1.97,1
53,106777,762,32,5,1,2178277,1.7,1
61,204536,701,29,1,1,2930814,1.194,1
43,141684,593,10,6,1,1471944,0.866,0
32,229245,690,10,10,1,426117,0.155,1
22,20569,636,0,0,2,2648235,10.729,0
63,20787,516,34,6,0,1820387,7.298,0
41,155179,636,15,1,3,103920,0.056,1
34,176079,717,9,3,3,903728,0.428,1
54,201299,631,31,14,1,2517383,1.042,0
35,43273,583,13,13,2,567818,1.093,0
41,99079,635,7,7,3,1263494,1.063,0
43,202958,639,15,12,3,2138487,0.878,0
41,201088,623,8,6,2,173380,0.072,0
34,242025,703,5,5,1,2492013,0.858,0
41,170683,612,13,9,2,2848059,1.391,1
32,223610,733,0,0,1,2309079,0.861,0
62,247333,669,31,20,3,2928922,0.987,1
25,37501,657,0,0,3,718885,1.597,0
22,74219,527,2,2,3,2595994,2.915,0
42,148696,621,12,12,0,2642439,1.481,1
26,194260,750,0,0,2,805818,0.346,1
64,245987,681,36,0,1,600930,0.204,1
22,204536,618,2,2,1,2755737,1.123,0
49,216097,810,18,16,1,2350729,0.907,1
56,63023,697,24,18,1,2520492,3.333,0
27,191886,791,0,0,2,2864405,1.244,1
36,150824,711,4,4,2,1648597,0.911,1
53,108421,700,21,3,0,1293608,0.994,1
53,86139,715,27,19,0,808825,0.782,1
34,82377,641,1,1,2,760475,0.769,0
63,137548,719,33,4,1,1617255,0.98,1
32,62967,650,6,6,3,2793490,3.697,0
63,228307,592,29,16,1,2702473,0.986,0
26,142236,686,3,3,2,2650057,1.553,0
32,210835,600,1,1,2,2775126,1.097,1
51,199401,559,23,4,2,1825810,0.763,0
32,21968,739,1,1,0,218928,0.83,0
30,172829,731,0,0,3,2429149,1.171,0
60,199557,774,31,10,5,283280,0.118,1
47,29644,629,17,0,1,1204593,3.386,0
27,106143,633,0,0,2,1628116,1.278,0
56,68465,714,32,9,2,2293332,2.791,1
53,42068,639,26,15,3,1792042,3.55,0
47,206018,590,21,0,3,2009663,0.813,1
28,67137,635,0,0,1,902082,1.12,0
25,158624,575,0,0,5,752793,0.395,0
28,89896,652,7,4,2,1795035,1.664,0
60,197227,850,35,20,1,1704605,0.72,1
41,205536,545,18,18,2,1584100,0.642,1
44,119863,572,15,12,3,953577,0.663,0
27,120677,850,7,7,1,1023685,0.707,1
39,227235,734,13,13,0,2518978,0.924,1
51,21629,743,23,18,3,2239915,8.63,0
56,131576,644,22,10,2,2178634,1.38,0
47,23584,660,16,16,5,1615347,5.708,0
49,35581,700,25,9,2,1894637,4.437,0
43,159699,668,9,9,0,2990394,1.56,1
40,179162,741,15,15,1,104539,0.049,0
26,166537,551,0,0,1,2320116,1.161,0
32,145270,636,7,7,3,2786309,1.598,1
32,122589,684,12,12,1,2862931,1.946,1
23,186179,636,0,0,1,698050,0.312,1
62,23242,771,40,10,1,71254,0.255,1
59,25021,767,26,2,0,2344727,7.809,0
55,191264,664,31,16,2,2966155,1.292,1
39,162238,775,18,8,0,2920568,1.5,1
65,237123,566,39,18,0,2458365,0.864,1
24,50154,516,4,1,3,103725,0.172,0
51,215370,704,20,16,2,1935847,0.749,1
62,20517,546,33,5,1,2455132,9.972,0
58,232119,684,27,12,1,633394,0.227,0
53,179921,698,32,15,1,716258,0.332,1
26,54414,623,6,6,2,2093398,3.206,0
28,183480,744,6,6,1,1774011,0.806,1
48,133661,709,21,17,1,2418039,1.508,0
35,160326,696,12,10,1,211040,0.11,1
51,142460,663,27,17,1,755052,0.442,1
28,158197,597,4,4,3,2356372,1.241,0
26,25810,729,4,4,2,1090201,3.52,0
49,205235,721,28,2,5,2793487,1.134,0
54,140359,734,25,12,5,78436,0.047,1
27,133238,792,5,2,1,627131,0.392,1
60,166805,799,40,19,1,327498,0.164,1
30,148518,742,0,0,0,1270584,0.713,1
33,83812,844,4,4,2,2321238,2.308,1
42,134548,741,15,11,3,2807421,1.739,1
41,205836,720,19,10,3,1044837,0.423,1
21,162253,709,0,0,0,1993392,1.024,1
61,239386,674,27,3,1,2574877,0.896,1
62,186217,704,30,3,2,870643,0.39,0
22,186310,690,2,2,1,2414742,1.08,0
49,78716,659,25,10,1,1538925,1.629,1
31,125759,680,1,1,0,2839067,1.881,1
57,165470,725,24,13,3,346141,0.174,1
27,191671,612,0,0,0,1341177,0.583,1
55,229797,786,34,15,0,2151656,0.78,1
50,235411,685,30,2,1,66553,0.024,1
36,166524,714,7,7,5,1504470,0.753,0
35,218088,665,7,1,4,2659553,1.016,1
60,154817,760,30,2,0,2399513,1.292,1
40,74097,710,8,6,2,1766272,1.986,1
48,114388,743,14,14,5,2898014,2.111,1
57,164050,712,35,19,2,2286965,1.162,1
23,36002,850,0,0,1,2703423,6.258,0
49,215942,622,16,12,0,1449555,0.559,1
57,176780,699,28,0,1,2256826,1.064,1
29,174932,614,3,1,2,2647914,1.261,0
47,95010,715,16,13,1,465946,0.409,1
52,125079,676,19,19,1,558466,0.372,1
59,168727,774,34,16,1,388645,0.192,1
51,61843,612,27,6,2,2247382,3.028,0
46,108515,715,24,8,0,138639,0.106,1
60,26692,638,37,10,2,604689,1.888,1
23,157002,584,2,1,2,852350,0.452,0
31,64455,559,10,10,1,1428751,1.847,0
