Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
36,68711,700,11,2,66.81,900164,Salaried,High School,0
50,70359,703,10,2,68.1,168391,Salaried,PhD,1
28,186659,708,10,0,61.38,191569,Salaried,Bachelor,0
30,32854,694,12,4,54.4,382475,Business,Bachelor,1
53,21138,593,11,4,11.29,427135,Salaried,Master,1
58,201640,611,13,2,22.91,840440,Salaried,Bachelor,0
61,189660,685,5,0,37.15,997292,Self-Employed,Master,1
42,36448,566,6,2,49.99,231660,Salaried,High School,1
36,46684,751,17,6,7.32,541182,Salaried,Master,1
39,47575,584,17,1,33.98,967079,Salaried,Bachelor,1
31,42742,789,13,3,27.29,87321,Salaried,High School,1
31,121879,706,10,4,29.56,702710,Salaried,Bachelor,1
34,88684,597,6,2,38.98,553481,Self-Employed,Bachelor,1
59,107516,553,5,4,36.64,269870,Business,PhD,1
46,30283,756,10,0,64.31,287716,Self-Employed,Bachelor,1
64,240471,663,6,0,67.25,841052,Salaried,Bachelor,0
40,249725,599,19,1,22.1,900816,Salaried,Master,0
40,239046,850,0,3,43.37,621553,Business,Bachelor,1
25,32948,722,0,0,48.27,944567,Salaried,High School,0
21,165766,693,3,5,54.06,214382,Self-Employed,High School,1
31,119916,604,13,0,10.76,856145,Business,High School,1
30,123134,734,12,4,34.04,213276,Self-Employed,Bachelor,1
48,237484,682,18,4,12.23,370801,Salaried,Master,1
65,32602,655,1,1,30.48,222865,Salaried,Bachelor,1
54,64797,745,8,2,55.49,292032,Salaried,Bachelor,0
33,187705,633,15,3,36.75,204582,Salaried,Bachelor,1
64,212368,648,7,4,64.18,376448,Salaried,Bachelor,0
45,180471,749,0,6,58.05,75888,Business,Master,0
43,202360,716,0,5,27.1,868587,Salaried,High School,1
56,127182,641,6,6,21.39,51102,Contract,High School,0
32,243481,841,14,2,54.64,70879,Salaried,High School,1
65,240803,744,6,5,46.04,305485,Salaried,Master,1
22,68212,607,4,0,53.58,436854,Salaried,Bachelor,1
40,181606,633,19,1,34.05,643519,Salaried,High School,1
36,106085,642,17,3,6.98,76496,Salaried,High School,1
34,154469,707,6,2,21.8,319945,Self-Employed,Bachelor,1
22,106186,754,2,2,49.16,296389,Salaried,Master,1
36,223174,785,6,2,33.61,714387,Salaried,High School,1
24,41406,545,6,1,54.37,340458,Contract,Bachelor,0
63,233832,690,20,2,66.31,897324,Salaried,Bachelor,1
33,104993,673,15,1,41.94,981071,Self-Employed,Master,0
58,181236,741,24,2,60.49,933208,Salaried,Master,1
21,53286,741,3,3,30.35,202217,Self-Employed,Bachelor,1
29,46112,752,1,0,51.86,708337,Salaried,Bachelor,0
41,106662,666,16,3,62.57,906320,Self-Employed,High School,0
38,105000,793,20,5,43.55,863613,Salaried,Bachelor,1
63,71672,623,11,0,69.55,134872,Contract,Bachelor,0
52,106838,799,1,1,34.04,230261,Business,Bachelor,0
54,221420,760,19,4,59.02,929900,Salaried,PhD,1
40,77465,601,10,1,42.33,961020,Salaried,Bachelor,0
63,41829,547,23,2,34.97,225979,Self-Employed,Bachelor,1
22,99341,659,4,5,36.35,603481,Salaried,Master,1
24,185453,554,6,6,35.02,282127,Business,Master,0
65,184144,603,1,0,49.43,306025,Salaried,High School,1
58,216117,648,17,1,28.72,765435,Self-Employed,Bachelor,1
27,215827,557,9,3,41.86,917548,Salaried,Bachelor,0
42,198435,515,2,3,45.83,994546,Salaried,Master,1
40,107132,690,4,4,27.62,461775,Salaried,High School,0
55,174689,798,15,4,17.82,514057,Business,Master,1
24,59453,755,6,0,14.04,197978,Business,Bachelor,1
40,143543,456,5,6,14.73,606369,Salaried,Master,0
55,213048,637,24,3,13.52,824848,Self-Employed,Bachelor,1
53,65632,675,24,0,54.01,262751,Contract,High School,1
41,246251,766,16,1,18.96,424486,Contract,Bachelor,1
65,36230,687,18,4,64.2,989205,Self-Employed,Bachelor,0
34,230703,682,16,4,28.03,151067,Business,Bachelor,1
51,206166,698,4,3,27.13,996806,Salaried,High School,1
42,103098,505,6,2,66.53,456873,Salaried,PhD,0
50,31387,615,22,1,35.65,279663,Salaried,Master,0
49,150422,711,16,6,35.41,28478,Salaried,Master,1
56,164860,695,4,5,68.62,744030,Salaried,High School,1
62,240227,543,9,0,62.12,883182,Business,Master,0
49,86491,642,25,6,28.26,340524,Self-Employed,Bachelor,1
27,47237,712,7,2,64.62,519246,Salaried,High School,1
52,48651,638,28,0,40.74,59111,Self-Employed,Bachelor,1
33,200602,675,15,0,68.01,409449,Salaried,Bachelor,0
33,97241,535,15,4,23.81,535566,Salaried,Bachelor,0
34,46079,715,9,5,54.91,445389,Salaried,Bachelor,1
26,84440,707,6,5,19.0,781141,Self-Employed,Bachelor,1
36,45519,635,5,2,36.47,695112,Salaried,Master,1
61,70540,675,9,1,64.74,550739,Salaried,High School,0
41,181131,614,9,3,52.23,350540,Self-Employed,PhD,0
64,173128,584,11,0,47.1,428336,Self-Employed,Master,0
36,87745,692,10,4,66.56,424900,Business,Bachelor,0
25,90817,602,7,5,47.72,754880,Salaried,High School,0
44,215457,696,15,3,57.39,482170,Salaried,Bachelor,1
63,170747,850,14,0,45.34,80677,Business,Master,1
21,182286,675,3,5,20.17,548587,Salaried,High School,1
30,25632,700,12,3,64.0,328958,Business,Bachelor,0
63,232473,678,11,1,32.26,443553,Contract,PhD,0
55,34422,530,0,2,14.8,546540,Business,Master,1
51,107781,630,7,5,17.94,403624,Contract,Bachelor,0
35,243012,493,13,2,32.86,854848,Salaried,Master,1
31,242034,727,1,1,49.11,492658,Contract,Bachelor,1
29,32986,616,4,3,35.12,58396,Self-Employed,High School,1
22,55802,647,4,3,53.35,388135,Salaried,Bachelor,1
64,20426,650,21,1,30.99,529500,Contract,Bachelor,1
50,60562,667,17,0,45.16,472671,Business,PhD,1
36,135130,773,1,4,7.27,892328,Salaried,Bachelor,1
21,157035,561,3,3,56.37,289015,Business,High School,0
26,171872,653,8,4,68.83,532514,Salaried,Master,1
31,227884,527,13,3,7.58,25476,Self-Employed,High School,1
53,26510,729,14,1,65.1,514012,Self-Employed,Bachelor,1
37,236236,557,15,4,21.35,345962,Business,Master,1
54,104041,725,17,5,9.62,288924,Salaried,Bachelor,1
60,97965,693,22,3,53.74,582316,Salaried,High School,1
45,130503,627,14,4,40.26,451029,Business,Master,1
42,69045,762,13,1,65.89,398694,Business,Bachelor,0
46,87198,761,25,0,22.44,672438,Salaried,Bachelor,1
47,205773,657,9,0,59.99,111138,Self-Employed,Bachelor,0
58,138884,670,16,6,44.9,397690,Business,Bachelor,1
29,229145,585,11,5,38.49,801375,Contract,Master,0
57,57562,782,23,5,67.36,6263,Salaried,Master,1
25,174459,676,7,4,38.9,437868,Salaried,Master,1
38,68952,802,14,4,53.18,227143,Salaried,Bachelor,0
42,46063,789,21,5,41.52,120284,Salaried,Bachelor,1
32,238176,666,5,5,33.9,48193,Business,High School,1
64,33893,560,1,2,9.66,236905,Business,PhD,0
42,200793,685,24,0,16.8,424204,Salaried,Master,1
26,215250,619,0,0,59.0,453675,Self-Employed,Bachelor,0
56,69981,667,29,5,54.18,244961,Salaried,Master,0
47,40413,742,12,2,44.7,376716,Salaried,Bachelor,1
35,87440,795,17,2,28.6,989306,Salaried,Master,1
37,187019,645,19,0,51.46,8953,Business,Master,1
23,219586,850,5,3,69.1,856886,Salaried,Master,1
30,225515,599,12,2,67.97,911508,Business,Master,0
45,240855,641,10,3,5.02,326448,Contract,Bachelor,0
41,105034,769,23,6,15.82,86970,Salaried,High School,1
60,49044,606,17,5,7.33,476511,Salaried,Master,1
29,64048,764,11,4,54.71,30956,Self-Employed,High School,1
44,26052,695,18,0,9.64,347330,Salaried,Master,1
52,178713,646,26,2,5.11,621260,Salaried,PhD,1
23,185927,777,5,1,47.11,117045,Business,Bachelor,0
53,169757,620,13,3,40.05,711598,Salaried,Master,1
63,162426,706,7,1,12.04,811591,Salaried,High School,1
65,202968,803,19,1,38.02,437552,Business,Bachelor,1
32,63909,554,7,5,26.05,38813,Salaried,Bachelor,0
49,26499,673,25,0,64.45,142943,Salaried,Bachelor,0
41,110298,810,23,4,41.14,608530,Salaried,Bachelor,1
59,176602,671,9,5,56.31,401968,Salaried,Master,0
54,135308,600,9,0,50.08,547745,Salaried,Master,1
53,39316,831,27,1,37.91,834466,Self-Employed,PhD,1
52,142610,748,29,6,12.13,409723,Self-Employed,High School,1
40,20966,689,8,5,39.87,92576,Self-Employed,Bachelor,1
23,179274,692,5,0,26.57,955610,Salaried,Bachelor,1
24,243865,607,3,1,60.29,688156,Salaried,High School,0
37,109471,709,3,3,48.24,413979,Salaried,Master,1
37,24179,822,0,0,47.62,543582,Salaried,Master,1
39,158697,643,21,4,33.2,178678,Salaried,Master,1
24,117166,707,6,6,41.22,52493,Salaried,PhD,1
49,226862,756,11,6,52.94,876564,Salaried,High School,1
37,102006,680,9,2,28.3,785438,Salaried,Master,0
42,85545,614,8,2,28.65,284155,Business,Master,1
22,89443,643,0,0,22.72,979906,Salaried,High School,1
62,179520,656,14,2,62.65,599012,Salaried,High School,0
32,148459,630,14,3,36.59,556621,Salaried,Bachelor,0
65,169949,726,13,4,66.93,946833,Business,High School,0
31,90521,495,13,2,19.46,326647,Self-Employed,Master,0
60,211498,720,14,4,69.59,488872,Salaried,PhD,1
49,120575,625,3,6,28.66,254851,Salaried,Bachelor,1
40,222126,623,19,6,68.74,808230,Contract,Master,0
25,120550,648,3,1,13.95,119192,Salaried,Bachelor,1
45,228473,544,6,2,24.59,263806,Contract,Master,1
54,248615,642,7,3,24.36,203594,Salaried,Master,1
32,182116,649,8,5,24.62,157886,Self-Employed,Bachelor,1
48,127649,735,11,2,8.29,400809,Salaried,Master,1
54,204777,660,26,1,64.0,441897,Business,High School,1
26,44908,592,8,6,50.65,988976,Salaried,Bachelor,0
39,69672,679,0,1,56.64,697884,Business,Bachelor,0
32,25583,696,14,0,68.37,979524,Salaried,High School,0
45,193894,640,26,1,63.08,593820,Salaried,Bachelor,0
33,170603,768,6,1,28.85,647776,Salaried,Bachelor,1
37,171555,598,19,1,8.67,401561,Salaried,Master,1
32,236820,680,3,0,37.32,482993,Self-Employed,Bachelor,1
23,245310,714,5,1,25.55,13878,Contract,Master,1
44,208639,749,15,3,9.19,241807,Self-Employed,Bachelor,1
28,214275,597,3,4,27.59,593066,Self-Employed,Master,1
56,219554,715,19,3,26.32,489073,Salaried,Master,1
46,219720,702,19,3,30.67,731893,Salaried,Bachelor,1
65,96422,607,29,1,23.62,45480,Salaried,High School,0
28,70762,738,10,1,7.52,82610,Contract,Bachelor,1
52,240731,654,22,2,57.55,344743,Self-Employed,Master,1
52,26446,655,8,6,46.39,762649,Salaried,Master,0
21,68696,706,3,1,21.51,364906,Business,Bachelor,1
23,188275,698,5,5,22.26,278271,Salaried,Master,1
21,92085,625,3,2,65.77,658603,Salaried,Bachelor,0
35,138037,546,8,3,59.57,758470,Salaried,Bachelor,1
40,87416,687,2,0,29.37,223309,Salaried,Bachelor,1
23,236849,638,5,1,52.2,476075,Salaried,Bachelor,0
35,78057,678,0,6,32.16,649244,Salaried,Bachelor,1
57,153821,655,20,1,52.32,257711,Self-Employed,Bachelor,0
41,174481,687,8,6,68.84,270384,Salaried,Bachelor,0
62,206852,574,11,1,22.48,658279,Salaried,Master,1
59,111915,665,16,5,11.98,903617,Contract,Bachelor,1
43,175906,644,20,0,48.32,890995,Business,Bachelor,0
60,52281,688,1,2,53.3,520996,Salaried,High School,1
55,174064,658,1,4,51.98,106811,Contract,Bachelor,0
38,84211,706,7,5,62.72,973888,Contract,Bachelor,0
37,130563,498,0,5,24.23,629921,Salaried,Bachelor,0
51,233986,609,22,5,49.36,770225,Salaried,High School,0
46,71923,713,17,2,39.54,788390,Business,Master,1
42,58374,642,20,5,63.33,614393,Salaried,Bachelor,0
65,73234,791,16,6,55.84,206676,Salaried,Bachelor,1
56,197001,730,24,5,29.31,59271,Business,Master,1
55,203976,696,14,0,36.44,268458,Salaried,Bachelor,1
31,41753,545,3,4,68.24,971952,Salaried,Bachelor,0
47,85164,796,9,2,27.27,121540,Salaried,High School,1
54,208279,629,28,4,25.32,431046,Self-Employed,Master,0
38,115911,708,20,6,52.51,624980,Salaried,Bachelor,1
47,248955,583,15,3,42.46,882749,Salaried,Master,0
24,186884,746,6,2,20.31,233320,Business,Bachelor,1
37,169554,687,12,6,19.72,252925,Salaried,High School,1
26,41343,728,2,1,15.33,622445,Salaried,Bachelor,1
62,161185,748,0,3,68.58,574339,Salaried,Master,1
31,177859,731,13,2,6.06,411776,Salaried,Bachelor,1
25,91949,644,7,2,60.88,600039,Salaried,Bachelor,1
38,24863,655,9,1,27.73,280172,Business,High School,0
45,53786,644,20,3,26.16,422563,Business,Master,1
30,98489,743,12,2,9.41,723827,Self-Employed,Bachelor,1
61,97505,689,10,0,66.33,487962,Business,Master,0
36,189866,603,18,1,13.68,576655,Salaried,PhD,1
30,61672,807,2,5,69.12,535008,Self-Employed,Master,0
30,59985,700,10,2,5.21,941621,Salaried,High School,1
56,71683,755,10,6,51.83,305768,Salaried,Master,0
41,189340,609,11,2,16.85,38350,Contract,Bachelor,1
34,158566,741,16,6,66.56,419046,Business,Master,1
28,231362,743,10,2,65.38,338887,Self-Employed,Bachelor,1
21,119280,782,3,1,26.98,936598,Salaried,High School,1
36,162041,599,12,3,67.44,167156,Self-Employed,Master,0
46,40005,588,7,4,47.65,663263,Contract,Master,0
62,214949,725,24,3,6.15,753828,Salaried,Bachelor,1
26,45745,635,8,1,62.22,904806,Self-Employed,Master,0
59,239294,762,25,4,66.28,810183,Business,Bachelor,1
22,209149,837,4,0,22.01,457001,Salaried,Bachelor,1
29,110858,652,2,1,27.82,911944,Business,High School,0
25,99692,648,6,1,16.79,599594,Salaried,Bachelor,1
60,139940,622,22,1,20.14,271626,Business,Bachelor,1
25,95475,670,7,2,57.78,236090,Salaried,Bachelor,0
28,130887,731,10,4,39.75,85191,Self-Employed,Bachelor,1
25,29727,661,7,3,10.66,96683,Salaried,Bachelor,1
25,51150,818,7,6,16.85,379326,Salaried,Bachelor,1
37,231498,767,2,1,56.92,130681,Salaried,Bachelor,1
29,144417,708,11,3,29.92,476544,Self-Employed,Bachelor,1
54,89963,675,13,0,55.09,611243,Contract,Bachelor,1
53,144307,533,9,4,34.44,119660,Business,Master,0
42,69520,790,3,1,18.93,617297,Business,Master,1
41,123161,660,9,2,32.16,109481,Salaried,Bachelor,1
63,47378,753,25,4,6.62,609856,Salaried,Bachelor,1
35,48951,665,17,0,49.97,448701,Business,Bachelor,0
21,225165,531,3,6,14.0,300597,Contract,Bachelor,1
27,169154,656,9,3,44.84,578436,Salaried,Master,0
43,225494,730,1,6,8.14,123493,Self-Employed,PhD,1
26,121854,571,8,6,44.0,662958,Self-Employed,Bachelor,0
40,239180,721,1,6,39.66,477488,Self-Employed,Master,1
46,92028,697,1,3,59.19,92575,Contract,High School,0
62,206418,576,12,2,38.58,593855,Salaried,Bachelor,1
32,236952,645,14,5,23.35,794464,Salaried,Bachelor,0
33,67388,597,5,0,22.02,78678,Self-Employed,High School,1
33,131555,684,15,2,63.66,409912,Business,Master,0
22,134810,578,4,1,68.87,792867,Salaried,Master,0
52,62232,811,23,3,24.74,89944,Contract,Master,1
51,215597,670,24,3,30.99,880652,Self-Employed,High School,1
31,130235,686,13,4,67.84,455160,Self-Employed,Bachelor,1
57,141913,742,0,6,11.35,219367,Business,PhD,1
24,98880,629,6,0,33.47,52663,Self-Employed,Bachelor,1
54,163719,690,7,4,43.59,257471,Self-Employed,Master,0
36,27239,691,18,4,37.35,870499,Business,Bachelor,1
51,54354,619,29,0,65.97,961802,Self-Employed,Bachelor,0
45,136252,632,27,5,15.97,739094,Contract,Master,0
59,68418,735,14,4,40.86,800853,Business,Bachelor,1
28,235953,655,10,6,65.83,788002,Business,Bachelor,0
28,31365,653,10,0,35.5,666783,Salaried,Bachelor,0
54,109726,806,13,1,29.33,58061,Salaried,Bachelor,1
35,181778,798,5,0,9.98,198634,Business,Bachelor,1
25,198091,622,6,2,45.08,752261,Contract,High School,1
39,179030,653,5,6,32.11,467611,Contract,Bachelor,1
30,72081,782,12,2,28.51,457040,Salaried,Bachelor,0
29,145091,804,11,3,23.65,472068,Business,Master,1
49,107399,752,27,2,68.08,535605,Self-Employed,High School,1
60,39071,739,24,3,25.57,293107,Salaried,Bachelor,1
57,108722,657,11,5,41.64,10934,Business,Bachelor,0
39,43163,594,2,0,46.74,846170,Contract,Bachelor,1
33,226612,644,15,2,50.26,72866,Salaried,High School,0
60,202518,704,20,0,9.06,133438,Salaried,Bachelor,1
36,249556,665,7,4,45.92,712002,Salaried,Master,0
50,157338,525,8,6,69.3,969924,Self-Employed,Master,0
25,98927,683,7,3,21.03,762230,Business,Bachelor,0
53,202341,760,27,4,13.47,900991,Salaried,Bachelor,1
39,33657,850,21,6,33.87,751432,Business,Bachelor,1
39,159776,612,21,1,15.86,954364,Salaried,Master,1
37,244337,704,19,5,68.92,505220,Salaried,Bachelor,1
44,125467,627,21,6,37.32,940418,Salaried,Bachelor,0
48,70410,710,17,5,34.15,822698,Contract,Master,1
62,247072,576,17,6,42.22,588563,Salaried,High School,0
57,200762,577,23,5,39.11,868067,Salaried,Bachelor,0
42,187058,661,13,2,41.89,506897,Salaried,High School,0
59,214018,724,12,6,59.52,51720,Self-Employed,High School,1
36,239515,592,8,5,49.61,965383,Salaried,Bachelor,0
55,208723,533,9,5,50.66,61668,Business,Bachelor,1
47,142062,775,16,4,55.18,346847,Business,Bachelor,1
32,44261,657,5,2,41.34,576956,Business,Bachelor,0
48,36446,609,19,2,6.57,30759,Salaried,High School,1
21,110974,671,3,6,43.81,812702,Salaried,High School,1
59,184065,592,14,6,14.29,455771,Salaried,Bachelor,1
38,123676,562,11,5,62.29,662284,Contract,High School,0
43,102160,770,10,4,6.8,825696,Salaried,High School,1
42,142221,663,10,6,27.5,794313,Salaried,High School,0
24,180720,689,6,1,34.47,630314,Self-Employed,PhD,1
31,124770,632,13,5,41.51,30992,Salaried,High School,1
38,218378,762,20,2,33.44,821408,Self-Employed,Bachelor,1
27,151411,666,9,5,28.28,902266,Self-Employed,Bachelor,0
41,228001,775,21,1,29.91,508971,Salaried,Master,1
55,173636,632,18,2,15.97,863439,Salaried,Master,1
57,79572,616,19,0,51.44,628603,Business,High School,0
50,48360,603,18,1,65.2,640980,Salaried,Master,0
37,90638,722,19,5,8.94,487132,Business,Bachelor,1
53,152646,753,9,1,65.16,757799,Self-Employed,Bachelor,0
36,226847,639,5,2,7.78,501528,Salaried,Bachelor,1
35,62618,693,10,0,54.06,337387,Salaried,PhD,1
33,87967,658,12,3,57.76,699802,Self-Employed,Master,0
59,100542,770,22,2,69.95,761287,Salaried,High School,0
23,84530,650,5,1,18.69,541668,Salaried,Master,1
44,171218,701,26,6,54.73,735089,Salaried,Master,1
43,95898,768,18,0,48.88,559466,Salaried,Bachelor,1
65,134030,671,0,1,18.42,394653,Contract,Bachelor,1
21,117825,635,3,2,49.24,994504,Salaried,PhD,1
52,244632,660,21,3,7.26,476701,Salaried,Master,1
53,40405,677,12,0,52.31,383264,Salaried,Master,1
50,216366,711,29,3,27.49,334615,Salaried,Bachelor,1
22,31804,688,4,1,37.49,985120,Self-Employed,Bachelor,1
38,24074,750,3,6,39.54,705787,Salaried,Master,1
50,241173,658,28,4,62.3,333435,Self-Employed,Bachelor,0
38,91864,579,8,2,14.55,787501,Business,Bachelor,1
25,216849,650,7,5,61.5,365456,Self-Employed,High School,0
25,93861,752,7,0,54.41,330179,Salaried,Bachelor,0
28,64077,775,10,5,42.26,195403,Salaried,Bachelor,1
29,217702,751,11,0,31.78,516510,Business,High School,1
52,160872,829,17,2,17.63,767523,Self-Employed,High School,1
34,66741,625,13,6,55.56,692642,Contract,Bachelor,1
33,198174,788,15,3,35.54,991915,Salaried,High School,1
38,158389,752,20,5,43.41,264798,Salaried,High School,1
24,94676,676,4,2,27.69,254837,Salaried,PhD,1
42,231579,509,24,3,19.59,974316,Salaried,Bachelor,1
40,168929,659,22,2,20.78,757392,Contract,PhD,1
35,234213,676,14,6,33.38,54532,Salaried,Bachelor,1
27,226704,586,8,0,16.82,637107,Salaried,Master,1
33,66428,671,11,4,30.53,206283,Contract,Master,1
54,45536,673,29,1,61.35,530801,Business,Master,0
61,200534,701,30,4,53.37,356915,Contract,High School,0
50,230128,606,19,3,64.64,480808,Salaried,High School,1
25,222862,662,2,6,22.47,420944,Contract,Bachelor,1
21,143103,609,3,6,10.59,339949,Self-Employed,Bachelor,1
51,226123,677,1,0,8.51,393297,Self-Employed,Master,1
40,95812,581,22,4,56.82,988747,Salaried,Master,0
39,143685,651,18,5,61.74,722217,Self-Employed,High School,0
49,124899,700,14,0,69.08,779348,Self-Employed,High School,0
65,132132,638,30,0,6.31,30488,Salaried,Master,1
58,204049,668,14,4,41.37,161310,Business,Master,0
30,40473,681,12,5,58.27,401604,Business,Bachelor,1
49,71478,744,0,5,59.02,684638,Salaried,High School,0
51,164059,682,21,1,58.78,335430,Business,Master,1
31,108361,657,0,2,26.96,505996,Contract,Bachelor,0
43,59063,702,10,1,46.7,105545,Business,High School,1
50,25545,717,12,2,23.53,734525,Salaried,Master,1
45,164113,614,5,2,68.41,637852,Salaried,Master,0
36,202000,618,12,4,29.81,646186,Salaried,Master,1
43,176148,687,16,6,42.16,952805,Salaried,Bachelor,1
53,223567,757,14,1,18.91,630085,Salaried,High School,1
57,227841,660,8,3,41.59,373507,Business,High School,1
48,23705,738,6,4,42.63,271876,Salaried,Bachelor,1
47,211458,753,22,2,69.49,471702,Business,High School,0
26,48421,759,1,3,66.14,981054,Salaried,Bachelor,0
58,160005,593,16,0,45.67,905234,Salaried,Bachelor,0
57,131810,762,7,1,35.64,178775,Salaried,Master,1
26,236301,756,3,6,25.18,706822,Self-Employed,High School,1
45,101308,716,13,5,19.31,55898,Contract,Bachelor,1
33,168681,661,15,0,57.36,126776,Business,Bachelor,1
53,120828,672,1,1,43.35,335837,Business,Bachelor,1
53,165404,694,6,4,23.64,210785,Business,Bachelor,1
45,114594,715,10,4,17.81,977464,Salaried,Bachelor,1
34,222598,616,14,1,64.37,555371,Salaried,Bachelor,1
60,192653,611,1,1,16.56,193174,Self-Employed,Master,1
61,197173,769,29,6,65.32,607376,Salaried,Master,1
62,23904,716,26,3,55.63,293723,Salaried,Bachelor,1
58,105150,676,7,0,37.23,481498,Salaried,Bachelor,1
29,90404,680,4,2,32.98,116316,Salaried,Bachelor,0
38,162198,735,7,5,33.19,988363,Business,Bachelor,1
35,124851,682,14,2,68.12,342415,Business,High School,0
24,211424,581,6,4,44.66,603086,Business,Bachelor,0
54,33290,749,24,5,53.69,688454,Business,Master,1
58,196470,821,7,0,19.25,601055,Salaried,PhD,1
37,57244,699,17,1,61.87,756002,Self-Employed,Bachelor,0
27,136287,770,3,3,46.47,497435,Business,Bachelor,1
52,209891,555,27,3,27.78,248282,Salaried,Bachelor,1
43,53565,718,15,4,58.87,992604,Business,Bachelor,0
40,24291,557,4,0,65.47,288201,Self-Employed,Bachelor,0
22,213396,660,4,4,54.31,958521,Self-Employed,Master,0
