age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
52,84612,729,973557,29,0.12,Business,0,0,740611,Yes,Yes
60,156307,518,439213,40,0.42,Business,2,1,28663,Yes,Yes
33,106757,406,441692,9,0.66,Salaried,5,2,195227,Yes,Yes
65,165489,775,498467,40,0.14,Salaried,0,2,942694,No,Yes
37,116075,753,183617,9,0.51,Business,3,2,704893,No,Yes
57,52609,843,309249,30,0.33,Business,4,3,39263,Yes,Yes
26,120785,425,785343,0,0.24,Self-Employed,2,4,454089,Yes,Yes
39,182974,446,145495,15,0.6,Contract,4,3,142941,No,No
33,41645,579,127213,10,0.35,Contract,5,0,755807,Yes,Yes
46,211945,323,844992,20,0.43,Self-Employed,3,0,213141,Yes,Yes
34,236290,419,243447,12,0.34,Salaried,4,4,54579,Yes,Yes
51,213630,596,709022,24,0.1,Salaried,4,4,831299,No,Yes
24,80233,381,426185,0,0.44,Salaried,2,2,95847,No,No
59,129443,747,783951,35,0.32,Salaried,3,0,150658,Yes,Yes
28,172473,769,875929,8,0.11,Self-Employed,4,2,996906,Yes,Yes
45,25771,722,626894,16,0.44,Business,0,4,114984,Yes,Yes
33,190407,844,898544,6,0.06,Self-Employed,1,0,456631,Yes,Yes
52,223523,323,914766,26,0.19,Salaried,0,2,848587,No,Yes
58,228506,360,906776,38,0.56,Self-Employed,5,1,63020,Yes,No
58,216521,383,844480,35,0.07,Contract,4,1,247918,Yes,Yes
48,120601,524,390787,25,0.47,Contract,3,2,930066,Yes,Yes
50,241676,485,711880,22,0.67,Salaried,0,3,420252,Yes,Yes
23,151014,674,984432,0,0.16,Self-Employed,3,2,222291,Yes,Yes
48,169460,371,466717,27,0.32,Contract,5,0,192271,No,Yes
23,143224,373,496967,0,0.42,Business,0,4,880831,No,No
65,101251,640,479407,36,0.34,Salaried,3,2,379614,Yes,Yes
54,75042,452,865908,32,0.45,Self-Employed,4,0,84555,Yes,No
36,71740,395,300565,7,0.31,Salaried,2,0,669457,Yes,Yes
42,214945,744,994452,18,0.15,Contract,0,1,271454,No,Yes
52,65024,409,709843,26,0.11,Business,5,2,518869,No,No
58,172522,757,368267,34,0.53,Contract,3,3,487038,Yes,Yes
28,74965,350,947263,4,0.21,Salaried,0,3,677404,Yes,Yes
28,28057,676,89887,5,0.6,Business,3,4,676146,Yes,Yes
26,242321,372,264089,0,0.53,Self-Employed,3,4,883266,Yes,No
34,26983,511,830318,9,0.08,Contract,2,1,968187,Yes,No
52,148469,731,781614,23,0.18,Business,3,2,503675,Yes,Yes
55,37995,467,524125,30,0.24,Salaried,0,4,47488,Yes,No
30,132587,630,925212,5,0.44,Self-Employed,5,2,593735,Yes,Yes
23,240700,793,940171,0,0.58,Salaried,4,3,759607,No,Yes
32,226753,442,291731,12,0.09,Salaried,5,0,878856,Yes,Yes
51,56886,744,111055,26,0.21,Self-Employed,1,3,96988,No,Yes
49,107025,693,274237,26,0.29,Business,3,1,395722,No,Yes
25,245644,811,998761,4,0.17,Business,1,2,640795,No,Yes
45,113149,627,68327,20,0.4,Self-Employed,4,0,921119,Yes,Yes
61,112020,558,412167,40,0.36,Self-Employed,5,0,964292,No,Yes
51,20673,736,514520,31,0.26,Salaried,1,1,133114,No,Yes
41,183962,648,205938,17,0.39,Salaried,3,0,349571,No,Yes
40,95513,814,750009,15,0.28,Contract,0,2,822328,No,Yes
59,41466,748,452382,38,0.27,Self-Employed,5,3,509698,Yes,Yes
42,110545,698,146279,13,0.22,Contract,5,2,301731,Yes,Yes
24,68406,513,263406,0,0.4,Self-Employed,2,4,491703,No,Yes
33,152760,845,321186,10,0.34,Contract,5,0,339276,No,Yes
65,87284,588,565009,40,0.18,Salaried,3,0,442076,Yes,Yes
62,132579,558,193041,33,0.06,Salaried,3,2,251185,No,Yes
40,31665,557,757240,16,0.15,Business,2,1,798754,No,No
33,38641,687,122739,4,0.08,Contract,2,2,121788,Yes,Yes
37,181572,844,375732,14,0.33,Self-Employed,5,3,653674,Yes,Yes
56,53797,564,447857,32,0.2,Contract,2,1,213804,Yes,Yes
53,233838,612,602824,24,0.32,Salaried,2,0,508194,Yes,Yes
21,63950,339,326690,0,0.26,Business,2,0,390650,Yes,Yes
35,174118,509,951861,8,0.4,Contract,3,1,594887,No,Yes
33,147554,571,981606,8,0.52,Salaried,1,1,476458,No,Yes
37,120339,435,411039,10,0.36,Self-Employed,0,1,663953,Yes,Yes
44,131431,359,542269,20,0.09,Business,3,0,823479,Yes,Yes
28,158710,809,412667,2,0.06,Salaried,4,0,992630,No,Yes
47,235435,814,845461,18,0.19,Self-Employed,5,0,317648,Yes,Yes
65,39173,314,752905,39,0.33,Contract,3,0,670557,Yes,No
43,162294,554,978826,18,0.08,Self-Employed,5,0,586007,Yes,Yes
28,199136,834,291049,0,0.26,Self-Employed,3,2,286192,No,Yes
28,186082,534,943461,5,0.63,Self-Employed,1,2,581358,No,Yes
46,36095,430,431292,21,0.11,Business,5,2,101037,No,No
33,141554,316,324798,5,0.67,Salaried,2,1,444840,No,Yes
59,150511,484,630951,36,0.61,Salaried,5,0,696640,Yes,Yes
57,143614,690,240759,32,0.59,Self-Employed,4,2,24068,Yes,Yes
48,234622,722,712868,23,0.61,Contract,1,1,70983,Yes,Yes
45,154447,741,822701,23,0.1,Contract,0,3,258675,Yes,Yes
36,107023,311,228931,13,0.15,Salaried,4,4,532853,No,Yes
22,125181,819,281946,0,0.14,Contract,4,3,635984,Yes,Yes
38,240310,379,596420,16,0.12,Self-Employed,1,3,226350,No,Yes
37,38600,601,377944,8,0.26,Salaried,4,4,852978,Yes,No
50,20466,515,561499,27,0.59,Salaried,3,1,206923,No,No
59,194169,547,459241,36,0.21,Contract,3,4,670692,Yes,Yes
33,127934,840,948085,8,0.21,Salaried,2,1,214449,Yes,Yes
52,71276,571,691010,29,0.49,Business,1,3,265632,No,No
49,199189,432,430034,24,0.11,Self-Employed,3,4,532312,Yes,Yes
50,196043,304,287949,29,0.28,Business,4,3,897836,Yes,Yes
38,24928,841,258096,15,0.24,Salaried,4,4,918487,No,Yes
33,237088,440,813022,12,0.6,Contract,3,4,982498,Yes,Yes
63,73309,782,552190,36,0.38,Business,1,0,890110,Yes,Yes
41,223719,604,957317,13,0.47,Business,1,2,978325,Yes,Yes
50,189960,644,904039,24,0.13,Business,0,2,881767,Yes,Yes
41,244097,569,206042,16,0.65,Contract,1,3,867213,Yes,Yes
37,192904,407,359880,10,0.26,Contract,5,3,978197,Yes,Yes
60,134196,773,785350,37,0.51,Salaried,5,3,516983,Yes,Yes
39,27404,381,844272,10,0.67,Contract,5,0,395666,No,No
35,182711,383,866086,14,0.38,Business,3,0,549742,Yes,Yes
29,227190,589,389529,6,0.38,Salaried,0,3,14254,Yes,Yes
30,209670,370,495624,6,0.13,Contract,4,0,937307,Yes,Yes
64,215471,474,267011,36,0.3,Self-Employed,3,4,664003,No,Yes
51,131187,762,257039,27,0.6,Contract,2,4,817047,Yes,Yes
43,128449,694,203514,15,0.14,Contract,2,4,356346,No,Yes
50,45684,390,770603,22,0.65,Salaried,1,2,752138,Yes,No
53,86591,768,187702,26,0.48,Salaried,0,4,886825,Yes,Yes
29,137821,733,490952,5,0.32,Salaried,0,2,116894,Yes,Yes
21,226794,548,587296,0,0.41,Self-Employed,4,4,446684,No,No
64,20682,540,752847,40,0.15,Self-Employed,1,3,671687,Yes,No
55,129186,795,380539,35,0.19,Contract,0,2,129381,Yes,Yes
31,187118,639,707753,4,0.24,Contract,3,0,806793,No,Yes
54,39832,770,537896,33,0.3,Salaried,4,2,517774,Yes,Yes
36,34997,762,499187,10,0.65,Salaried,0,1,196508,Yes,Yes
29,52640,574,129627,8,0.29,Self-Employed,2,2,758077,No,Yes
52,225954,314,793351,28,0.39,Self-Employed,2,4,437189,Yes,Yes
35,58491,340,412498,6,0.16,Salaried,0,4,16920,Yes,Yes
32,81043,507,118657,6,0.53,Contract,5,4,868455,No,No
53,130175,359,911084,28,0.41,Self-Employed,5,0,197650,Yes,Yes
65,146568,664,382651,40,0.34,Salaried,2,3,479910,Yes,Yes
34,132250,539,966439,9,0.67,Salaried,3,2,767771,Yes,Yes
28,90725,459,176162,7,0.63,Salaried,4,0,618808,Yes,Yes
28,146131,696,341788,0,0.48,Self-Employed,3,1,293051,Yes,Yes
47,63520,799,532831,27,0.65,Contract,2,2,767433,No,Yes
32,80919,508,537079,12,0.42,Self-Employed,0,4,436506,No,Yes
21,127869,432,86122,0,0.59,Contract,0,0,22946,No,No
63,82442,680,545994,40,0.32,Self-Employed,4,0,803018,Yes,Yes
60,170842,732,970901,38,0.11,Salaried,2,2,472920,No,Yes
62,123246,688,235641,34,0.7,Salaried,2,0,809908,Yes,Yes
31,196570,731,954888,6,0.16,Business,2,0,54169,Yes,Yes
59,127687,573,809945,36,0.21,Salaried,1,0,615512,No,Yes
63,141447,650,652236,40,0.16,Contract,0,2,639792,No,Yes
51,79477,433,102133,25,0.27,Salaried,2,4,818652,No,Yes
37,18244,365,98519,12,0.24,Business,4,0,505763,Yes,Yes
53,181860,504,645345,32,0.44,Salaried,5,0,837307,Yes,Yes
52,244413,597,79151,24,0.7,Salaried,1,3,112730,No,Yes
49,97453,416,446688,28,0.08,Self-Employed,2,1,521720,No,Yes
41,206809,566,363913,14,0.56,Contract,0,3,467052,Yes,Yes
41,195561,448,186553,18,0.13,Business,5,4,77182,No,Yes
60,145962,493,482193,31,0.06,Self-Employed,1,3,364939,Yes,Yes
43,89303,478,987387,23,0.47,Business,3,2,541724,No,No
26,46390,447,794275,6,0.62,Salaried,4,3,226187,Yes,No
42,28247,764,74265,14,0.16,Business,0,2,803323,No,Yes
58,218123,304,364888,35,0.27,Self-Employed,3,3,952910,Yes,Yes
57,208791,825,419071,37,0.16,Salaried,0,3,965021,No,Yes
65,183750,579,957174,40,0.64,Self-Employed,4,1,579032,No,No
28,236874,798,335800,6,0.23,Contract,2,2,374597,No,Yes
61,225358,735,583592,35,0.34,Contract,3,4,639161,No,Yes
55,47583,515,398760,30,0.63,Contract,3,0,774837,No,No
31,157148,814,95911,4,0.41,Business,1,4,579426,Yes,Yes
44,167078,436,93013,18,0.66,Contract,2,3,766329,Yes,Yes
41,164123,579,652269,21,0.65,Business,4,4,122238,Yes,Yes
22,153386,431,614602,0,0.35,Business,5,3,723076,Yes,Yes
60,46670,692,859289,32,0.43,Self-Employed,1,3,298253,Yes,Yes
39,249829,780,209966,16,0.2,Salaried,3,0,16983,Yes,Yes
59,216623,812,822497,37,0.69,Salaried,0,1,543329,Yes,Yes
48,142920,718,247152,24,0.23,Self-Employed,4,1,386033,No,Yes
37,28236,501,89420,10,0.56,Contract,1,0,538675,Yes,No
26,53568,761,524804,6,0.25,Self-Employed,5,4,449304,No,Yes
39,209386,501,171015,18,0.25,Self-Employed,2,2,938463,Yes,Yes
58,125327,451,602022,32,0.12,Salaried,5,0,141844,Yes,Yes
48,128188,521,806292,28,0.41,Business,0,3,624130,Yes,Yes
22,240975,378,610507,0,0.21,Self-Employed,1,1,745886,Yes,Yes
58,34352,499,288105,29,0.15,Self-Employed,4,1,74407,Yes,No
57,143721,398,116972,30,0.2,Business,0,4,178446,Yes,Yes
24,194722,512,697063,0,0.21,Salaried,1,2,543567,Yes,Yes
42,159418,442,367957,20,0.38,Contract,1,0,393470,No,Yes
46,174228,688,454223,20,0.3,Self-Employed,5,3,150267,No,Yes
63,73904,673,209413,40,0.1,Contract,4,3,785215,No,Yes
56,163107,351,277622,32,0.4,Contract,2,2,770746,Yes,Yes
33,140141,434,544582,7,0.56,Self-Employed,0,4,793526,Yes,Yes
52,34108,710,254159,31,0.42,Contract,5,2,828840,No,Yes
37,20853,769,915081,8,0.68,Self-Employed,1,4,443871,Yes,Yes
61,102156,411,753791,38,0.11,Business,5,4,265977,Yes,Yes
56,22176,824,677003,35,0.58,Business,5,0,903269,No,No
39,118459,343,841273,13,0.38,Business,5,0,427137,No,Yes
55,174992,696,787998,33,0.39,Business,4,3,180703,No,Yes
60,203922,560,546716,32,0.39,Salaried,1,1,582640,Yes,Yes
48,155901,844,921079,23,0.26,Business,4,4,634516,Yes,Yes
21,141225,687,388773,1,0.26,Self-Employed,4,3,485579,Yes,Yes
62,249262,775,909514,33,0.46,Self-Employed,1,1,425094,Yes,Yes
38,239738,709,107804,11,0.08,Self-Employed,5,3,915478,No,Yes
60,136458,315,278407,34,0.43,Contract,5,4,237473,No,No
53,128893,401,626294,33,0.52,Self-Employed,4,1,970639,Yes,Yes
32,91927,485,464800,10,0.28,Salaried,0,2,610837,No,Yes
28,233932,324,561971,6,0.19,Salaried,5,0,201088,Yes,Yes
44,136178,371,436726,22,0.19,Salaried,4,0,436251,Yes,Yes
36,58667,317,503807,10,0.1,Salaried,2,1,435323,No,Yes
24,214914,631,835176,0,0.11,Salaried,2,1,968112,Yes,Yes
58,184915,396,986865,37,0.16,Salaried,4,4,814321,No,Yes
64,199880,311,916452,40,0.06,Business,0,1,718372,Yes,Yes
47,179615,310,753231,22,0.22,Salaried,5,0,474889,No,Yes
29,221852,462,704616,8,0.25,Contract,3,4,153033,Yes,Yes
36,24611,582,294056,16,0.7,Salaried,3,3,834529,Yes,No
32,106242,540,588389,9,0.69,Self-Employed,0,0,385757,No,Yes
51,102612,344,807144,28,0.17,Self-Employed,2,2,861497,No,Yes
44,64902,554,63261,21,0.19,Contract,4,4,54253,No,Yes
34,51043,366,194281,14,0.37,Salaried,1,2,122941,Yes,Yes
65,154343,341,602935,40,0.15,Business,4,1,945170,Yes,Yes
45,90867,683,189293,19,0.38,Business,4,3,76612,Yes,Yes
54,95089,533,491049,31,0.31,Business,3,1,465741,Yes,Yes
23,76745,784,397557,2,0.26,Business,4,0,35484,No,Yes
44,245948,338,599845,17,0.58,Salaried,3,3,523842,No,No
62,211149,310,803894,40,0.59,Contract,1,0,47348,No,No
29,208191,708,450742,1,0.69,Business,4,3,31906,No,Yes
46,160645,407,153585,22,0.2,Salaried,0,2,251082,Yes,Yes
40,170481,393,706611,19,0.63,Salaried,4,0,986189,Yes,Yes
60,103970,383,606876,37,0.4,Salaried,5,0,78004,Yes,Yes
30,42464,357,759852,8,0.43,Salaried,5,1,756188,No,No
39,191912,592,581177,13,0.63,Salaried,0,4,443550,Yes,Yes
23,197857,315,948120,0,0.66,Self-Employed,3,0,545641,No,No
44,136523,776,947422,16,0.52,Salaried,4,3,434517,Yes,Yes
25,38662,464,297723,2,0.28,Salaried,3,1,894314,Yes,No
23,36228,736,865578,1,0.37,Salaried,0,4,307739,No,Yes
47,78721,702,102318,21,0.45,Self-Employed,3,0,869631,Yes,Yes
36,198295,685,572121,11,0.59,Self-Employed,2,2,329832,No,Yes
35,156458,437,543298,11,0.48,Contract,5,1,157889,Yes,Yes
55,24862,830,516804,26,0.29,Contract,0,2,661791,Yes,Yes
32,58108,592,541300,6,0.32,Salaried,3,3,405629,No,No
61,109788,774,611926,37,0.08,Business,4,1,830623,Yes,Yes
64,224095,761,51147,36,0.65,Salaried,3,1,49106,No,Yes
46,98140,672,970351,23,0.11,Contract,1,1,82693,No,Yes
54,232035,461,571715,34,0.43,Business,0,4,796209,No,Yes
43,176273,343,660058,14,0.62,Business,3,4,379623,Yes,Yes
51,86578,382,372479,27,0.32,Contract,5,0,897017,No,Yes
40,67966,838,114347,20,0.57,Salaried,2,2,613949,No,Yes
32,203846,818,542483,12,0.57,Contract,5,0,471398,No,Yes
43,28386,710,953262,23,0.09,Business,1,2,440143,Yes,Yes
24,95228,640,993580,4,0.32,Self-Employed,0,0,375021,Yes,Yes
43,164297,388,473968,16,0.5,Salaried,1,1,897728,No,Yes
21,165765,529,503749,0,0.32,Contract,4,1,398500,Yes,Yes
45,90197,317,852435,17,0.4,Contract,2,2,161504,No,Yes
22,61021,580,254026,0,0.44,Contract,4,1,531809,No,No
50,136915,721,329854,28,0.15,Self-Employed,5,0,440318,Yes,Yes
23,167333,637,902089,0,0.32,Self-Employed,5,4,587675,No,Yes
41,176450,565,798669,18,0.07,Salaried,3,3,958175,Yes,Yes
45,135174,654,264174,19,0.15,Salaried,1,0,930101,Yes,Yes
40,104755,659,162286,18,0.38,Salaried,4,2,930909,Yes,Yes
42,161009,516,542314,18,0.42,Contract,3,1,495466,No,No
41,84330,620,289192,18,0.15,Self-Employed,2,3,136097,Yes,Yes
53,196438,511,594943,28,0.54,Salaried,5,3,265571,No,No
58,90322,502,451699,30,0.29,Self-Employed,4,1,813490,No,Yes
35,120318,452,90094,11,0.65,Business,1,0,124640,No,Yes
35,189232,728,222522,15,0.3,Salaried,4,1,243811,No,Yes
45,63313,586,822856,21,0.15,Self-Employed,2,4,496597,No,Yes
41,45032,620,168116,17,0.54,Salaried,3,2,169193,Yes,No
44,241035,735,730569,16,0.42,Self-Employed,4,1,207062,No,Yes
25,166430,795,96316,0,0.3,Self-Employed,4,0,240757,Yes,Yes
26,79710,448,823547,2,0.28,Contract,5,4,297563,Yes,No
63,113326,841,592844,39,0.15,Business,0,4,371744,No,Yes
64,104157,781,733322,40,0.27,Salaried,3,0,749220,No,Yes
43,197893,625,458854,15,0.07,Self-Employed,5,2,695556,Yes,Yes
24,46365,328,875186,1,0.38,Salaried,0,3,481109,Yes,No
47,31189,558,676499,21,0.63,Self-Employed,0,4,235070,No,No
38,225821,374,267691,9,0.57,Business,5,0,185012,No,No
41,25248,797,515833,16,0.07,Self-Employed,2,4,844520,Yes,Yes
48,22369,715,628664,24,0.62,Self-Employed,2,3,376389,No,No
55,212835,639,980857,31,0.34,Salaried,1,0,912926,Yes,Yes
42,157122,607,921820,16,0.17,Business,5,4,724634,No,Yes
60,46605,540,514512,39,0.54,Self-Employed,3,0,764696,Yes,No
43,67616,552,325915,15,0.26,Salaried,3,0,991699,Yes,Yes
23,203551,519,378170,2,0.21,Self-Employed,2,3,957202,Yes,Yes
60,121719,696,439684,32,0.15,Salaried,2,0,174108,No,Yes
30,230006,635,447479,7,0.37,Business,0,2,926831,No,Yes
45,189955,328,450985,16,0.11,Contract,2,4,234261,Yes,Yes
28,51055,793,730694,0,0.56,Business,4,1,551056,Yes,Yes
31,217803,801,526333,6,0.36,Salaried,3,2,605177,No,Yes
25,240059,453,979139,5,0.34,Business,1,2,801428,Yes,Yes
65,134680,530,377254,40,0.05,Salaried,0,0,830801,No,Yes
57,25450,401,707264,32,0.58,Salaried,4,2,690917,Yes,No
65,151997,476,120805,37,0.37,Business,2,2,479087,No,Yes
58,229123,531,80968,30,0.34,Contract,1,2,523522,No,Yes
49,68272,311,51650,21,0.54,Business,2,0,270719,No,Yes
25,23310,485,324611,3,0.09,Salaried,5,2,968588,Yes,No
29,49817,565,151495,6,0.29,Contract,4,1,894221,Yes,Yes
22,242016,434,148331,0,0.42,Salaried,5,2,766264,Yes,No
21,193600,330,227972,0,0.35,Contract,5,0,692929,No,Yes
60,204851,755,793540,39,0.17,Business,1,0,127104,Yes,Yes
50,233888,558,871950,23,0.24,Business,5,3,933654,No,Yes
31,100641,403,511631,5,0.25,Salaried,2,3,823332,No,Yes
48,233155,730,840789,20,0.69,Contract,4,1,751300,Yes,Yes
64,225382,681,930269,40,0.26,Salaried,4,4,657059,Yes,Yes
32,33457,768,323009,11,0.18,Contract,1,3,870352,Yes,Yes
59,60311,812,164559,35,0.58,Salaried,5,2,470959,No,Yes
46,153052,506,904800,25,0.32,Business,5,0,248055,No,Yes
33,169958,746,413557,9,0.34,Self-Employed,4,3,308591,Yes,Yes
28,226184,388,831836,0,0.41,Salaried,2,0,266979,Yes,Yes
48,199949,494,635327,22,0.44,Self-Employed,1,2,802009,Yes,Yes
50,141573,713,289028,24,0.43,Business,5,0,800774,No,Yes
29,115427,421,573912,9,0.07,Self-Employed,5,0,440085,No,Yes
59,54181,761,933371,31,0.58,Contract,0,3,403768,No,Yes
51,182334,415,514510,26,0.18,Self-Employed,4,0,978736,Yes,Yes
41,150019,495,446137,15,0.24,Salaried,2,2,17113,Yes,Yes
54,149094,335,411881,33,0.16,Self-Employed,1,1,269736,Yes,Yes
51,19128,366,54428,31,0.55,Contract,5,0,896039,No,No
45,97522,580,516863,22,0.43,Business,0,0,718190,Yes,Yes
32,181394,778,299296,4,0.54,Contract,0,2,261868,Yes,Yes
21,66929,310,138783,0,0.47,Salaried,3,4,54939,Yes,No
42,99696,621,821229,20,0.12,Contract,5,2,946938,Yes,Yes
60,133245,539,163823,40,0.25,Self-Employed,3,3,566964,Yes,Yes
57,27808,359,888989,36,0.38,Self-Employed,5,3,842242,Yes,No
21,113148,464,408127,0,0.25,Contract,1,1,679801,No,Yes
21,201954,488,164039,0,0.18,Self-Employed,4,0,912065,Yes,Yes
62,39725,786,455582,40,0.62,Self-Employed,5,1,228632,Yes,No
62,90534,391,883355,34,0.54,Salaried,2,1,378220,No,No
41,57950,588,735924,21,0.27,Salaried,4,0,473938,No,No
35,238026,808,430746,6,0.55,Salaried,2,0,845587,No,Yes
37,101576,374,816148,14,0.46,Business,2,2,694085,Yes,No
42,38557,727,387655,18,0.05,Business,3,1,99428,Yes,Yes
58,39825,684,692698,31,0.3,Salaried,3,1,48021,Yes,Yes
55,26998,352,816177,31,0.24,Contract,4,3,718033,Yes,No
65,54080,474,708002,40,0.19,Contract,1,1,317108,No,Yes
36,206869,773,418025,13,0.21,Contract,2,2,293603,Yes,Yes
28,164874,660,719209,0,0.66,Salaried,3,4,362300,No,Yes
37,160239,569,938447,10,0.37,Business,1,1,170992,Yes,Yes
37,249700,706,462560,9,0.6,Self-Employed,3,2,980381,Yes,Yes
46,60407,423,857646,20,0.19,Contract,2,2,488035,No,Yes
33,138283,675,743586,7,0.16,Salaried,0,4,217018,Yes,Yes
37,31338,691,272763,13,0.63,Salaried,3,2,370897,No,No
58,94289,481,559523,29,0.37,Self-Employed,1,3,755838,Yes,Yes
37,220592,335,203594,17,0.63,Business,4,4,643734,Yes,Yes
34,167967,511,306918,9,0.09,Business,4,3,10310,Yes,Yes
65,196982,433,56680,36,0.65,Salaried,2,1,965044,No,Yes
26,149029,790,980011,1,0.32,Self-Employed,5,1,155611,No,Yes
55,127367,737,167028,26,0.15,Business,0,2,451840,No,Yes
34,83898,345,124955,11,0.49,Self-Employed,3,2,883743,No,No
28,152526,700,754367,7,0.57,Self-Employed,5,4,988704,Yes,Yes
35,135486,787,690704,15,0.08,Salaried,3,1,60654,No,Yes
47,104540,731,954705,25,0.69,Self-Employed,0,0,591882,No,Yes
33,209869,727,623641,5,0.5,Self-Employed,2,2,267094,No,Yes
51,232209,816,678577,31,0.26,Self-Employed,2,4,785513,Yes,Yes
55,199709,761,793455,31,0.15,Contract,1,2,600078,Yes,Yes
26,154421,480,511912,0,0.31,Self-Employed,1,4,190737,Yes,Yes
25,143416,444,618521,0,0.19,Self-Employed,1,1,551022,No,Yes
42,57963,564,836358,14,0.37,Salaried,2,2,319331,No,Yes
43,224655,705,756225,23,0.56,Business,3,2,828532,No,Yes
45,156822,783,188944,21,0.48,Business,4,0,283530,No,Yes
54,112929,781,57839,34,0.33,Self-Employed,2,1,701872,No,Yes
46,171535,536,196724,25,0.13,Salaried,0,4,595612,No,Yes
25,92935,824,450075,4,0.67,Salaried,4,0,373826,Yes,Yes
46,207864,638,738880,22,0.23,Self-Employed,2,4,627632,No,Yes
40,31686,567,390984,11,0.23,Self-Employed,5,2,282898,Yes,No
26,81528,565,230338,3,0.47,Business,2,3,581108,Yes,Yes
26,117811,827,294433,1,0.55,Business,1,2,871755,Yes,Yes
38,40787,391,432173,14,0.69,Business,3,1,352482,Yes,No
24,163848,547,381660,3,0.68,Self-Employed,5,4,363963,Yes,Yes
37,133613,318,744453,9,0.64,Business,3,0,823433,Yes,Yes
34,244135,689,757330,5,0.33,Salaried,4,2,264055,Yes,Yes
34,206499,687,623908,7,0.16,Contract,2,4,433391,No,Yes
33,122887,394,836857,5,0.43,Contract,1,0,465812,No,Yes
27,79086,729,910109,2,0.06,Contract,5,2,84670,Yes,Yes
64,120231,336,625015,40,0.18,Salaried,0,3,31034,Yes,Yes
35,81308,692,780953,11,0.05,Contract,2,3,541246,Yes,Yes
39,33797,590,231057,18,0.17,Self-Employed,1,2,982004,No,Yes
63,23302,602,278411,40,0.36,Self-Employed,0,1,499989,No,No
64,212244,700,752444,40,0.31,Contract,0,3,293835,Yes,Yes
55,56059,643,381786,34,0.29,Contract,4,4,392371,No,Yes
37,149980,817,659911,10,0.59,Business,3,1,46772,Yes,Yes
55,209324,676,313552,32,0.49,Salaried,3,1,169692,Yes,Yes
39,229731,464,790761,16,0.66,Business,4,2,320731,No,No
40,161949,312,629625,14,0.34,Salaried,2,4,639253,No,Yes
56,32239,324,809485,33,0.23,Business,5,4,292397,No,No
55,236043,422,814026,27,0.13,Self-Employed,1,0,966516,Yes,Yes
52,45313,428,613900,24,0.49,Salaried,5,3,183949,No,No
64,249962,846,220235,40,0.6,Contract,5,3,241643,Yes,Yes
60,60103,608,702236,35,0.17,Salaried,3,1,290713,Yes,Yes
44,197480,735,852275,18,0.62,Salaried,5,1,96683,Yes,Yes
37,232323,481,754724,15,0.39,Business,4,2,339989,Yes,Yes
27,106771,342,864909,4,0.14,Contract,3,4,129368,No,No
63,144228,703,803353,40,0.47,Business,3,3,811047,Yes,Yes
21,109665,562,957531,0,0.39,Contract,3,0,68931,No,No
55,28534,369,242154,29,0.07,Business,2,3,330593,No,No
52,249182,591,208402,23,0.31,Contract,4,3,270419,Yes,Yes
56,61060,513,144747,30,0.56,Salaried,3,3,432316,Yes,Yes
33,35189,446,622402,5,0.41,Self-Employed,3,1,262409,No,No
26,146431,324,903726,1,0.23,Contract,4,4,555238,Yes,Yes
34,104067,622,769466,7,0.65,Business,0,4,935635,Yes,Yes
57,28967,408,874980,33,0.2,Salaried,5,3,588316,Yes,No
35,231063,550,899030,8,0.21,Business,2,4,51930,No,Yes
24,83563,781,406849,0,0.28,Salaried,2,2,723290,Yes,Yes
60,26660,474,716620,40,0.63,Salaried,5,1,851874,Yes,No
36,136671,646,868782,14,0.38,Contract,1,1,458672,No,Yes
48,239947,469,747101,25,0.49,Business,1,4,846301,Yes,Yes
36,147909,301,148214,8,0.68,Salaried,5,3,44060,Yes,Yes
24,188895,661,703173,0,0.56,Business,0,3,547862,No,Yes
65,204914,595,357325,38,0.16,Salaried,1,3,328623,No,Yes
46,158688,501,438454,25,0.56,Contract,3,4,852284,No,No
48,93976,588,133446,22,0.54,Self-Employed,3,3,294983,Yes,Yes
52,197810,361,181912,30,0.2,Self-Employed,5,4,38615,Yes,Yes
65,31107,801,985229,40,0.26,Self-Employed,1,0,327153,No,Yes
22,210476,425,324443,0,0.51,Self-Employed,5,4,46626,Yes,No
51,112182,348,887084,26,0.2,Contract,2,2,928627,Yes,Yes
23,109787,478,538741,0,0.19,Contract,0,3,104625,Yes,Yes
